
   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server
  2026-06-06 13:40:11 /api/session/state ......................... ~ 500.73ms
  2026-06-06 13:40:14 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:40:14 /api/session/state ......................... ~ 500.83ms
  2026-06-06 13:40:17 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:40:17 /api/session/state ......................... ~ 500.77ms
  2026-06-06 13:40:20 /api/session/state ........................... ~ 0.25ms
  2026-06-06 13:40:20 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:40:23 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:23 /api/session/state ......................... ~ 500.73ms
  2026-06-06 13:40:26 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:40:26 /api/session/state ........................... ~ 0.14ms
  2026-06-06 13:40:29 /api/session/state ........................... ~ 0.23ms
  2026-06-06 13:40:29 /api/session/state ......................... ~ 500.60ms
  2026-06-06 13:40:32 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:32 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:40:35 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:35 /api/session/state ......................... ~ 500.27ms
  2026-06-06 13:40:38 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:38 /api/session/state ......................... ~ 500.52ms
  2026-06-06 13:40:41 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:40:41 /api/session/state ........................... ~ 0.14ms
  2026-06-06 13:40:44 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:44 /api/session/state ......................... ~ 500.32ms
  2026-06-06 13:40:47 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:47 /api/session/state ......................... ~ 500.51ms
  2026-06-06 13:40:50 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:50 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:40:53 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:53 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:40:56 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:40:56 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:40:59 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:40:59 /api/session/state ......................... ~ 500.50ms
  2026-06-06 13:41:02 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:02 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:41:05 /api/session/state ........................... ~ 0.19ms
  2026-06-06 13:41:05 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:08 /api/session/state ........................... ~ 0.29ms
  2026-06-06 13:41:08 /api/session/state ......................... ~ 500.40ms
  2026-06-06 13:41:11 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:11 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:41:14 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:41:14 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:17 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:41:17 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:41:20 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:41:20 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:23 /api/session/state ........................... ~ 0.25ms
  2026-06-06 13:41:23 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:41:26 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:26 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:29 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:29 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:41:32 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:41:32 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:41:35 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:35 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:38 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:41:38 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:41:41 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:41 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:44 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:44 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:47 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:41:47 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:50 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:41:50 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:53 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:53 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:56 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:41:56 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:41:59 /api/session/state ........................... ~ 0.28ms
  2026-06-06 13:41:59 /api/session/state ........................... ~ 0.14ms
  2026-06-06 13:42:02 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:02 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:05 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:05 /api/session/state ........................... ~ 0.14ms
  2026-06-06 13:42:08 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:08 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:11 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:11 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:14 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:14 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:17 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:17 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:20 /api/session/state ........................... ~ 0.29ms
  2026-06-06 13:42:20 /api/session/state ........................... ~ 0.14ms
  2026-06-06 13:42:23 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:23 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:26 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:26 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:29 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:42:29 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:42:32 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:42:32 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:42:35 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:42:35 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:38 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:42:38 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:42:41 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:42:41 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:42:44 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:44 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:42:47 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:42:47 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:42:50 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:50 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:42:53 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:42:53 /api/session/state ......................... ~ 500.56ms
  2026-06-06 13:42:56 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:42:56 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:42:59 /api/session/state ........................... ~ 0.28ms
  2026-06-06 13:42:59 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:02 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:02 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:43:05 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:05 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:08 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:08 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:43:11 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:11 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:14 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:14 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:17 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:17 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:20 /api/session/state ........................... ~ 0.29ms
  2026-06-06 13:43:20 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:23 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:23 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:26 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:43:26 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:29 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:29 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:32 /api/session/state ........................... ~ 0.23ms
  2026-06-06 13:43:32 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:35 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:35 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:43:38 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:43:38 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:41 /api/session/state ......................... ~ 500.85ms
  2026-06-06 13:43:41 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:44 /api/session/state ......................... ~ 500.78ms
  2026-06-06 13:43:44 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:43:47 /api/session/state ........................... ~ 0.06ms
  2026-06-06 13:43:47 /api/session/state ......................... ~ 500.77ms
  2026-06-06 13:43:50 /api/session/state ........................... ~ 0.19ms
  2026-06-06 13:43:50 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:43:53 /api/session/state ........................... ~ 0.06ms
  2026-06-06 13:43:53 /api/session/state ......................... ~ 500.68ms
  2026-06-06 13:43:56 /api/session/state ........................... ~ 0.05ms
  2026-06-06 13:43:56 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:43:59 /api/session/state ........................... ~ 0.06ms
  2026-06-06 13:43:59 /api/session/state ......................... ~ 500.49ms
  2026-06-06 13:44:02 /api/session/state ........................... ~ 0.07ms
  2026-06-06 13:44:02 /api/session/state ......................... ~ 500.51ms
  2026-06-06 13:44:05 /api/session/state ........................... ~ 0.06ms
  2026-06-06 13:44:05 /api/session/state ......................... ~ 500.63ms
  2026-06-06 13:44:08 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:44:08 /api/session/state ......................... ~ 500.81ms
  2026-06-06 13:44:11 /api/session/state ........................... ~ 0.07ms
  2026-06-06 13:44:11 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:44:14 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:44:14 /api/session/state ......................... ~ 500.74ms
  2026-06-06 13:44:17 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:44:17 /api/session/state ......................... ~ 500.40ms
  2026-06-06 13:44:20 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:44:20 /api/session/state ......................... ~ 500.57ms
  2026-06-06 13:44:23 /api/session/state ........................... ~ 0.06ms
  2026-06-06 13:44:23 /api/session/state ......................... ~ 500.79ms
  2026-06-06 13:44:26 /api/session/state ........................... ~ 0.09ms
  2026-06-06 13:44:26 /api/session/state ......................... ~ 500.72ms
  2026-06-06 13:44:29 /api/session/state ........................... ~ 0.09ms
  2026-06-06 13:44:29 /api/session/state ......................... ~ 500.71ms
  2026-06-06 13:44:32 /api/session/state ........................... ~ 0.08ms
  2026-06-06 13:44:32 /api/session/state ......................... ~ 500.67ms
  2026-06-06 13:44:35 /api/session/state ........................... ~ 0.07ms
  2026-06-06 13:44:35 /api/session/state ......................... ~ 500.66ms
  2026-06-06 13:44:38 /api/session/state ........................... ~ 0.09ms
  2026-06-06 13:44:38 /api/session/state ......................... ~ 500.79ms
  2026-06-06 13:44:41 /api/session/state ........................... ~ 0.09ms
  2026-06-06 13:44:41 /api/session/state ......................... ~ 500.82ms
  2026-06-06 13:44:44 /api/session/state ........................... ~ 0.09ms
  2026-06-06 13:44:44 /api/session/state ......................... ~ 500.61ms
  2026-06-06 13:44:47 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:44:47 /api/session/state ......................... ~ 500.81ms
  2026-06-06 13:44:50 /api/session/state ........................... ~ 0.12ms
  2026-06-06 13:44:50 /api/session/state ......................... ~ 500.72ms
  2026-06-06 13:44:53 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:44:53 /api/session/state ......................... ~ 500.74ms
  2026-06-06 13:44:56 /api/session/state ........................... ~ 0.18ms
  2026-06-06 13:44:56 /api/session/state ......................... ~ 500.70ms
  2026-06-06 13:44:59 /api/session/state ........................... ~ 0.09ms
  2026-06-06 13:44:59 /api/session/state ......................... ~ 500.77ms
  2026-06-06 13:45:02 /api/session/state ........................... ~ 0.09ms
  2026-06-06 13:45:02 /api/session/state ......................... ~ 500.57ms
  2026-06-06 13:45:05 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:45:05 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:45:08 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:45:08 /api/session/state ......................... ~ 500.63ms
  2026-06-06 13:45:11 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:45:11 /api/session/state ......................... ~ 500.72ms
  2026-06-06 13:45:14 /api/session/state ........................... ~ 0.14ms
  2026-06-06 13:45:14 /api/session/state ......................... ~ 500.70ms
  2026-06-06 13:45:17 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:45:17 /api/session/state ......................... ~ 500.70ms
  2026-06-06 13:45:20 /api/session/state ........................... ~ 0.20ms
  2026-06-06 13:45:20 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:45:23 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:45:23 /api/session/state ......................... ~ 500.72ms
  2026-06-06 13:45:26 /api/session/state ........................... ~ 0.25ms
  2026-06-06 13:45:26 /api/session/state ......................... ~ 500.71ms
  2026-06-06 13:45:29 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:45:29 /api/session/state ......................... ~ 500.74ms
  2026-06-06 13:45:32 /api/session/state ........................... ~ 0.20ms
  2026-06-06 13:45:32 /api/session/state ......................... ~ 500.76ms
  2026-06-06 13:45:35 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:45:35 /api/session/state ......................... ~ 500.72ms
  2026-06-06 13:45:38 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:45:38 /api/session/state ......................... ~ 500.78ms
  2026-06-06 13:45:41 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:45:41 /api/session/state ......................... ~ 500.72ms
  2026-06-06 13:45:44 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:45:44 /api/session/state ......................... ~ 500.60ms
  2026-06-06 13:45:47 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:45:47 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:45:50 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:45:50 /api/session/state ......................... ~ 500.78ms
  2026-06-06 13:45:53 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:45:53 /api/session/state ......................... ~ 500.59ms
  2026-06-06 13:45:56 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:45:56 /api/session/state ......................... ~ 500.79ms
  2026-06-06 13:45:59 /api/session/state ........................... ~ 0.23ms
  2026-06-06 13:45:59 /api/session/state ......................... ~ 500.77ms
  2026-06-06 13:46:02 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:46:02 /api/session/state ......................... ~ 500.68ms
  2026-06-06 13:46:05 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:46:05 /api/session/state ......................... ~ 500.68ms
  2026-06-06 13:46:08 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:46:08 /api/session/state ......................... ~ 500.76ms
  2026-06-06 13:46:11 /api/session/state ........................... ~ 0.15ms
  2026-06-06 13:46:11 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:46:14 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:46:14 /api/session/state ......................... ~ 500.68ms
  2026-06-06 13:46:17 /api/session/state ........................... ~ 0.23ms
  2026-06-06 13:46:17 /api/session/state ......................... ~ 500.74ms
  2026-06-06 13:46:20 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:46:20 /api/session/state ......................... ~ 500.70ms
  2026-06-06 13:46:23 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:46:23 /api/session/state ......................... ~ 500.74ms
  2026-06-06 13:46:26 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:46:26 /api/session/state ......................... ~ 500.78ms
  2026-06-06 13:46:29 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:46:29 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:46:32 /api/session/state ........................... ~ 0.20ms
  2026-06-06 13:46:32 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:46:35 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:46:35 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:46:38 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:46:38 /api/session/state ......................... ~ 500.62ms
  2026-06-06 13:46:41 /api/session/state ........................... ~ 0.20ms
  2026-06-06 13:46:41 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:46:44 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:46:44 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:46:47 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:46:47 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:46:50 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:46:50 /api/session/state ......................... ~ 500.27ms
  2026-06-06 13:46:53 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:46:53 /api/session/state ......................... ~ 500.30ms
  2026-06-06 13:46:56 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:46:56 /api/session/state ......................... ~ 500.29ms
  2026-06-06 13:46:59 /api/session/state ........................... ~ 0.23ms
  2026-06-06 13:46:59 /api/session/state ......................... ~ 500.46ms
  2026-06-06 13:47:02 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:47:02 /api/session/state ......................... ~ 500.50ms
  2026-06-06 13:47:05 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:47:05 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:47:08 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:47:08 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:47:11 /api/session/state ........................... ~ 0.25ms
  2026-06-06 13:47:11 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:47:14 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:47:14 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:47:17 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:47:17 /api/session/state ......................... ~ 500.30ms
  2026-06-06 13:47:20 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:47:20 /api/session/state ........................... ~ 0.14ms
  2026-06-06 13:47:23 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:47:23 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:47:26 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:47:26 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:47:29 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:47:29 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:47:32 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:47:32 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:47:35 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:47:35 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:47:38 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:47:38 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:47:41 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:47:41 /api/session/state ........................... ~ 0.05ms
  2026-06-06 13:47:44 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:47:44 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:47:47 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:47:47 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:47:50 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:47:50 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:47:53 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:47:53 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:47:56 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:47:56 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:47:59 /api/session/state ........................... ~ 0.20ms
  2026-06-06 13:47:59 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:48:02 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:48:02 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:48:05 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:05 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:08 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:48:08 /api/session/state ........................... ~ 0.12ms
  2026-06-06 13:48:11 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:11 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:14 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:48:14 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:17 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:17 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:20 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:20 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:23 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:23 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:26 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:26 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:29 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:48:29 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:48:32 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:32 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:48:35 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:35 /api/session/state ......................... ~ 500.38ms
  2026-06-06 13:48:38 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:38 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:41 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:41 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:48:44 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:44 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:47 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:47 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:48:50 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:50 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:53 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:48:53 /api/session/state ........................... ~ 0.13ms
  2026-06-06 13:48:56 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:48:56 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:48:59 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:48:59 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:49:02 /api/session/state ........................... ~ 0.37ms
  2026-06-06 13:49:02 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:05 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:49:05 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:49:08 /api/session/state ........................... ~ 0.29ms
  2026-06-06 13:49:08 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:11 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:11 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:14 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:14 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:49:17 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:17 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:20 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:20 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:23 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:49:23 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:49:26 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:26 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:29 /api/session/state ........................... ~ 0.28ms
  2026-06-06 13:49:29 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:32 /api/session/state ........................... ~ 0.27ms
  2026-06-06 13:49:32 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:35 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:35 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:38 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:38 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:41 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:41 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:44 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:44 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:47 /api/session/state ........................... ~ 0.26ms
  2026-06-06 13:49:47 /api/session/state ........................... ~ 0.14ms
  2026-06-06 13:49:50 /api/session/state ........................... ~ 0.22ms
  2026-06-06 13:49:50 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:53 /api/session/state ........................... ~ 0.10ms
  2026-06-06 13:49:53 /api/session/state ......................... ~ 500.54ms
  2026-06-06 13:49:56 /api/session/state ......................... ~ 500.88ms
  2026-06-06 13:49:56 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:49:59 /api/session/state ......................... ~ 500.84ms
  2026-06-06 13:49:59 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:50:02 /api/session/state ......................... ~ 500.67ms
  2026-06-06 13:50:02 /api/session/state ........................... ~ 0.11ms
  2026-06-06 13:50:05 /api/session/state ......................... ~ 500.64ms
  2026-06-06 13:50:05 /api/session/state ........................... ~ 0.12ms
  2026-06-06 13:50:08 /api/session/state ........................... ~ 0.18ms
  2026-06-06 13:50:08 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:50:11 /api/session/state ........................... ~ 0.06ms
  2026-06-06 13:50:11 /api/session/state ......................... ~ 500.69ms
  2026-06-06 13:50:14 /api/session/state ........................... ~ 0.21ms
  2026-06-06 13:50:14 /api/session/state ......................... ~ 500.75ms
  2026-06-06 13:50:17 /api/session/state ........................... ~ 0.05ms
  2026-06-06 13:50:17 /api/session/state ......................... ~ 500.76ms
  2026-06-06 13:50:20 /api/session/state ........................... ~ 0.06ms
  2026-06-06 13:50:20 /api/session/state ......................... ~ 500.68ms
  2026-06-06 13:50:23 /api/session/state ........................... ~ 0.08ms
  2026-06-06 13:50:23 /api/session/state ......................... ~ 500.61ms
  2026-06-06 13:50:26 /api/session/state ........................... ~ 0.07ms
